business_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
E73Y5xjVwMQMu3OlnpNY3w,8:0-16:30,8:0-16:30,8:30-16:30,8:30-16:30,None,None,None
-OjKVujPWqfbQJRg_WcZTg,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,None
POpoUlUqzKQb-X0QUPlrFw,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,None,None
wkT1UK24PSJVZNfFTb0OuQ,None,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0,10:0-15:0,None
hod_y7mYOVNToCuJAhv3jA,9:0-20:30,9:0-20:30,9:0-20:30,9:0-20:30,9:0-18:30,8:0-15:0,9:30-17:0
76n9653P0O9HJsGy7HrFvw,None,None,None,None,None,None,None
IhbvQcaLJh80JhJA-OPv1w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
dQsKVABQ750EIIoqWMSy8A,None,None,None,None,None,None,None
oIg75OMjGdZoZEILM_Dhhw,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-19:30,9:30-16:30,9:30-16:30
UouxrRtYDKoTSFXo5lX6Ww,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
Bm2fPxw9oTnYvO5oL_ArTA,9:0-17:0,10:0-18:30,9:0-17:0,9:0-17:0,8:30-13:0,0:0-0:0,0:0-0:0
Gpucn7UI2BfJqAnQ3iy3Jw,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,9:30-18:0,None
hUva_6Cy-s6bHe-6H-tuoQ,None,None,None,None,None,None,None
AIdCbBiu18UW_1MW2DREVw,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-16:0,None
3LVsg2t4l23wnNCMFbwHbQ,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,None,None
alWRFbDdU3_F1c2C4nG2dw,None,None,None,None,None,None,None
wxqx3Jxlfo9qTtIQ782fdQ,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-21:0
vDFPDejw5JMcgubMEM7Zfg,None,None,None,None,None,None,None
nPBG-UbMHDMdcnW-HncZNA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-20:0
prGGdpeqi6DU4t_RfdO0Dw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,9:0-18:0
1_lpNv75KjbjyoQTxUFD5Q,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
qaS11gk1kIlrzCX1LYiZsw,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
mAVi2Ls_nNV_cwjknGMumQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ZBWxvp6C4LBwtyW_ZUfANA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0,None
PMyBluYpTUxsS0s7MLgAQw,None,None,None,None,None,None,None
oF054vcRTDNx88qxBGzhFw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
Lqdqf1LFRoxKLqemQIIHzg,9:0-20:30,9:0-20:30,9:0-20:30,9:0-20:30,9:0-17:0,9:0-17:0,13:30-17:0
50T6rFMEd37-LtBMxMzOqg,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,9:30-13:0,None
PnMVg0CZfM1OrnjeBuejXA,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-18:0,9:0-17:0
gdWy-x5KbCbMrwIwI87mMg,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:30,16:30-22:30,16:30-22:0
19N9EJCJYLtUYvHFllO_8g,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
XtV7L0KBmz-LVVECYrdHAQ,None,None,None,None,None,None,None
c8MUbiN3nX-YjK--WxO3cw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
J1Ia75YOct4CLRYpFLe7Hw,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
gzxlcQoN8fMkNgHlBEfU0w,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,None
fxZOOJtT6Zau7Asmppigkg,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-0:0
HAnPo3pHgCnw8pNxJZtH-g,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
9Oc8UhYNarSisYM9SEBsKQ,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,12:0-1:0,12:0-0:0
3krH851t5bCLeksZDKASaQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
C9wIjoQWcNhF3B07aCR4WA,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,9:0-12:0,None
KwVGN-H7QpXA307QlOBfZA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
ug37mkQLQ-5LttHpMr28IQ,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-22:30,None
ZrUal0AEUT-_2etHH-9cfA,5:0-20:30,5:0-20:30,5:0-20:30,5:0-20:30,5:0-20:30,5:0-20:30,5:0-20:30
N-Rspt46NjovHAsoA7uldA,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30
j2c3pdNlEnm0P11m0Zp4hg,None,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,10:0-16:0
o53S1Sjaz3Z6rGY1i0S3uQ,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-17:0
Uju2gLm2IGnt_DdlFthb1w,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,None
O8Ll6NssNw-6_NsPNG01HQ,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,7:0-16:0,None
70pWCpm421-Q1UQZIH9_5A,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-18:30,10:0-15:30,None
wpQsmMvdhefqIlxvRt_Jbg,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,12:0-1:0,12:0-0:0
3D-FJxp8bsBzm3zJVqs92g,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0
tVAsBWep7oiqu1Y1OkD5uw,14:30-21:30,14:30-21:30,14:30-21:30,14:30-21:30,14:30-22:0,14:0-22:0,11:0-21:0
esnvHQxunLTAckQpntqbCg,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0
iG2IGBIuIGVijqT5yxwD9w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
6HUoF5orgpCS6PQ3v3n0DQ,8:30-19:0,8:30-19:0,8:30-19:0,8:30-19:0,8:30-19:0,8:30-19:0,None
NkmAiOVCrwt2X-Ctv-W95Q,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-21:0,7:0-21:0,7:0-20:0
YSHLvvIOg5w7ON396yNmVA,8:30-21:0,8:30-20:0,8:0-22:0,8:30-16:0,8:30-21:0,8:30-21:0,8:30-21:0
Jh0pTITMkdUJ89OIhdOoiQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
xunqj09nxiIceE-ZFCR9pw,5:0-17:0,5:0-17:0,5:0-17:0,5:0-17:0,5:0-17:0,8:0-15:0,None
HCl30f3D6g65HZQpVw_Ajw,None,None,None,None,None,None,None
qPBJrMtf3Ocu8DhRZ8L3tg,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,9:0-14:0,None
h6cuNyJmJN6J4EHxnTPM9g,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-18:0,9:0-17:0,None
hTHZgtN3NjoxKPDzarxFXg,6:0-18:30,6:0-18:30,6:0-18:30,6:0-18:30,6:0-18:30,None,None
m9PjH4Eckk3qZiZiCXpr6A,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-22:0,7:0-22:0,7:0-20:0
Bk_5n1l2_Rn_qvRRHFk1pg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,None
02RO4qUVQK-OnKlBF34otQ,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:30-19:30,8:30-19:30
sZb9wrIcWLyyNg0fHlHvzw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,11:0-16:0,None
G2AjisFoFnz305ejc3-Yog,None,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-21:0
EJjP1sR7EjIHZ8RfJQoWeg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
aTd8upPhfxefiecvTbtUMg,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-18:30,10:30-17:0
QpCYSH83E5qT9Vss28Odug,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
cZCNZT_2OVXrxmoJPUkwtg,9:0-17:30,9:0-17:30,9:0-17:30,9:0-20:30,9:0-17:30,10:0-15:0,None
RAk2W3qFizMrhx_6ZYQspg,11:0-19:0,11:0-19:0,11:0-20:0,11:0-19:0,11:0-19:0,9:0-17:0,10:0-18:0
jhjmgnCYsTpIe-XOMZR-vA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
k-XN0KuOWPU5xZlfXOVSlA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-2:0,11:0-2:0,None
CUfGdXirOHUWNK8LqGL-ZQ,None,None,None,None,None,None,None
AP8M6IbVLT7puFY1XZNYZQ,None,None,None,None,None,None,None
aAbL_y05zPWaIrT1QtDWxw,None,None,None,None,None,None,None
9Hrg0XRfX8kIEKGcxWkHmA,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-13:0,None
_N8VSR30rdBV5mrO77yJKw,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,None,None
uefRnSZkv1IMXSNodFOYeg,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-19:0,None
4E3nFi3rrmKbqUjG4erKJw,None,None,None,None,None,None,None
NmdD9J010xwOsjm903o7cQ,None,None,None,None,None,5:0-15:0,5:0-15:0
NmKra8gVf9E72UixLkB-BA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
BaiMK9eDJyefUX5PH_XZcA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,12:0-18:0
9phyjc0gaJTRO_YFJDH6mg,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
phxyADEdO9qOZmlotyXn-A,None,None,None,None,None,None,None
rhWKFS4VvGJSAP5USbaQjA,None,None,None,None,None,None,None
KYZLRfoI0pNBhaQuh-bGjg,None,None,None,None,None,None,None
HYFXfGqxfvwF_QIOAUavGg,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-18:0,9:0-18:0
ANANgb9e-BfpOXjDTv_H6Q,None,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,None
WSVLZy-A3sznGSWyjnDbmg,10:45-3:0,10:45-3:0,10:45-3:0,10:45-3:0,10:45-3:0,8:0-3:0,8:0-3:0
2wWbcf3rQhkdIBiUyV5XCQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-15:0,None
UDq8zG2g-rCllKzOcKJO1w,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
MtTyC3W2GD7VOOR0wid5wg,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,None,None
9cyYy7cbboWsth_4yd7XDw,None,None,None,None,None,None,None
u9V8A-vhdj3mo9Ewl2DS7w,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None
Vqd-iCM5Xh9j9V2pbWp3Ew,None,None,None,None,None,None,None
TsJb9kyNY6wCa8V14sEj9A,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,11:0-18:0
Stk_tL70nc5fMgrWPoyaxQ,8:0-17:0,13:0-19:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
XRYBvFFBNOUZT5NFqyS53g,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0
Dk4w81SeaJHlMO9xUWbsqg,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,11:0-17:0
hf-bDGKfoM4lyxrlpN92wg,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30,12:0-0:0,12:0-0:0,12:0-22:30
nuhx24_a0iySSpAfQe2DAg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
w-uxByvCxHEXn8nQEC0zsA,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-2:0,9:0-2:0,9:0-0:0
Sz_ZDlg6cqmqva6dUhAZ6w,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-23:0,11:0-20:0
Ua9C6dez2UnJlFUoq5-I5A,None,None,None,None,None,None,None
ceyNWeUyPkmNOgtMfZNZUw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
i3rdifli2uVDfAn5-E4jmg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
5ctGCulvqp8VNqFVaT7GJg,8:30-20:0,8:30-20:0,8:30-20:0,8:30-20:0,8:30-20:0,9:0-18:0,11:0-17:0
jr3BaPmfyoYhAKxfcDF3Gg,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,11:0-17:0
Ddmsc6hBYwjDCVcI3PQ61w,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,None
osPj-x3YpZ3_B7JO_g4alQ,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
MNzANDIqQZg9fOju_dO9TA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-17:0,None
KjUMdJgZDR4ZGfXbXjzKtg,10:0-17:0,10:0-17:0,10:0-17:0,10:0-18:30,10:0-18:30,10:0-18:30,None
i4vK_INir_Jw5hgBI0CKpQ,15:0-22:0,None,None,16:0-22:0,17:0-0:0,17:0-0:0,15:0-22:0
6_a7lIPqXm47aF-E2xHB3w,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
h7s4MRVvB726jWHCHiQ9kw,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,17:0-22:30,16:0-22:30,16:0-22:0
5SpXQTVDVLthQkPtYS-jIg,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,11:0-17:30
WICxQIYfM4dpIx16Tn5ofw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
KyNvbKTViD5sH3dE1wR2dg,None,None,None,None,None,None,None
3JaQBflM1-01LfFPhLB0PA,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-19:0,10:0-18:0
4DPmZogrtd0P7biom6WEBA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
XsWY5RWZ3qZeZnb4pV4vOA,8:0-17:30,8:0-20:0,8:0-17:30,8:0-20:0,8:0-17:30,8:0-12:0,0:0-0:0
cZbqG53WCsEyYHSocNZdLQ,None,None,None,None,None,None,None
ejNYa3E61L345QQPlQ_CRg,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-16:0,None
KaO8WM7MIv2c7vaOOXlVJQ,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0
RygcrsTOS2UKV2Z2kCHdPQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-20:0,9:0-18:0,10:0-17:0
H9QvGwjFPnUULD0y8i7FkQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
SFjIglafngt-GjIpYg_8yQ,18:45-21:15,17:15-21:15,18:45-21:15,17:15-21:15,18:0-22:0,10:0-15:0,1:0-1:15
VMMTOW0Z9k7Y1BZ1idKyLA,None,None,None,None,None,None,None
o9luPWsjx4syq22v5geJiQ,None,None,None,None,None,None,None
FRVdEk2WbCJ0eBmp4SUiRg,None,None,None,None,None,None,None
EZRl9nOwcaED93NnFakvHw,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-18:0
LYh5tpVeHFBI3BYaKxHJtw,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,8:0-20:0,8:0-20:0
I3S2BseRUaSHuTSsYivMlw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,9:0-22:0,9:0-18:0
VR2RxjIBmxxCmhrNz-MrRA,None,None,None,None,None,None,None
GhciCY3zN51C7nONPq3zSA,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0
yDWoMtwZg2PnXlwdUhjp-A,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0
PGayr8NWag6hAEWYvYiC0w,None,None,None,None,None,None,None
riGSjrdM5gnmBw7b-iolqw,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
8HdiVkuvU_uRsJug52g7Wg,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
6V7wDbuhd8zuzd4v1pR2Dw,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None
ZUfmPlxbHrQVxTkkog3QqA,None,None,None,None,None,None,None
ACFtxLv8pGrrxMm6EgjreA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
ezal93LHwj9xS9wRvpgFjw,None,None,None,None,None,None,None
CEb83CC35BhdHZHy-wImUQ,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,10:0-17:0,10:0-17:0
LFHsc4OvbnqsSMJPhPusRQ,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,9:0-18:0
PoWb64V9noE2yNdnM6XQXA,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,None
6l2drU7JyclTruKPtlePlQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
5vPf9ymJuN3TSDCC8qLcPA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,8:0-16:0,None
U-kmq9s1pl0efk0LehyyNg,None,None,None,None,None,None,None
NuxrRTI2IM_vMk11vKA1ZQ,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-22:0
jz-wCut-Fjk-PLIhVKx0aw,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-17:0
NOWIWmp4Sy-KhHnb4gsHYQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-18:0,10:0-18:0
JEm5TEqA4xtTr1eNHkKbsg,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
mawWBVn8_vPyxLTl6OTH0Q,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
_6n27rKvvDiPzWjcF24onA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,None
Nk2WUtjwUzCBWJavBEksJQ,8:0-13:0,8:0-13:0,8:0-13:0,8:0-13:0,8:0-13:0,None,None
pZQBctvnS9Mf9AeLsaBuyg,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-16:0,None
A2rZyprdbtKvSzhd2yK_dQ,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,8:30-12:0,None,None
gfwyMJ5jjROWCF4G6ERsAg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
jq6_R98_gIO5y0TQN0lgdA,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,9:0-19:0
uFZ7Q8JCgGJAaObiYs3ksg,None,None,None,17:0-3:0,17:0-3:0,18:0-3:0,None
zQec5M_zrLE1HQ7G786WuA,None,None,None,None,None,None,None
_HszgBmqH72gRn_QivtwzQ,13:0-19:0,None,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
NO-kZ9See-AXcZDtssJMmw,None,None,None,None,None,None,None
9xAQPtjOf92wLjMHPWYEpA,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0,11:30-19:0
hyzzZdFi_RKXEGogcEAakg,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,11:0-17:0
I_rRc2qaclt-dGX6RS1-Sg,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,11:0-23:0,11:0-23:0
1laf1xiqfkbN2G2cq0r0EA,None,None,None,None,None,None,None
JJDujDLx_jqdk3m-kM9L8g,None,None,None,None,None,None,None
08Xp5Ds9yhM5lgO4LV_hlg,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,10:0-0:0
mzWct2Vkin56ue6dIzmq8w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0010xnFOCyJZeMAuTtiv5w,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
HlypVG4M1Dq-nkTdy92VQA,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
4MfI3s8aJJBk2uuLzLIHtQ,None,None,None,None,None,None,None
KBwm6RN-A9yLEjr-lbYXmQ,None,None,11:0-17:0,11:0-17:0,11:0-19:0,9:0-15:0,None
wxCZahbPAQEL7kWD7G2tSg,None,None,None,None,None,None,None
fVnw0zpfr4EAlE3wKxJiCg,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-14:0,None,None
ZVAk_P5mK1CZgBrOVI7nIg,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,6:30-12:0,None,None
27fSAl_GsDDhrxzpEwBV4A,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,9:0-17:0
aY26EcqiP-AbcKTn23PqpQ,None,None,None,None,None,None,None
nO2Dd5DHhL6b50bp9DuASQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-14:0,None
p7v-DfJEtZI2WUvLP-UO-g,None,None,None,None,None,None,None
qRQQB0zwAChuhAnQJzsofA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:30,10:0-23:30,10:0-22:0
1b8coRLT2feM-PB7e5R-nQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
xrVzFXD50Rp-KxhKemIV1Q,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
8niN3o7-s0b9Dm47j47WVQ,None,None,None,None,None,None,None
4EBx2_hpS86431Bwf6xegQ,10:0-17:0,9:0-18:0,9:0-19:0,9:0-19:0,9:0-18:0,9:0-17:0,None
nFA_MAthdA0QwePk6RM6tg,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,9:0-12:0,7:30-18:0
lW4OdDBuPMso9BESHWaxig,None,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
9sDX728l2ghm1EUWKXm_gg,None,None,None,None,None,None,None
5VcyHhgRbLpmPp6PHKKr8w,None,None,None,None,None,None,None
V83JpA8zmC5Q4GBeg3wMEg,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0
qD61nInO5IRODteYXBBNJg,None,None,None,None,None,None,None
oImu8TXfRx9EwaelbyDfYg,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-20:0,10:0-18:0
Mt6A-smQHgDXNtH5k-cP9w,10:0-20:0,None,None,10:0-20:0,10:0-20:0,None,10:0-20:0
39DIYiFFGoAwO-pSBDZjDQ,None,None,9:0-1:0,None,9:0-1:0,None,None
83_BOi7MjSgBado9q4ufnw,None,None,None,None,None,None,None
7dtzpuYYpZeg-kJj3yTcUQ,None,None,None,None,None,None,None
S1sxswJJ55StfXoeA1s6Dw,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,12:0-18:0
ex1VV_psIVpGdoKvT8zEaQ,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0
U8VXQaeog9wb_Y6hCkfitg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,None
hgtde63fZYIfnm8IY7k7Eg,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,None,None,8:0-14:0
voeAEFgO9zGW68I8zg9Ibg,None,None,None,None,None,None,None
Yp9w4nhUowBU_IS_StFXbQ,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30
XIgTZdZqJLuaYnaWG3jyFw,None,19:0-20:30,19:0-20:30,19:0-20:30,19:0-20:30,19:0-20:30,None
XYnrrnXiio3M_o4qBzYvuw,None,None,None,None,None,None,None
eVUmrTEqZeTKLdCS0Xf5tQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,11:0-18:0
